"plot" "taxa" "cover" "date"
"498" 4 "Poa_angustifolia" 1 "01-07-18"
"499" 4 "Potentilla_anserina" 1 "01-07-18"
"500" 4 "Ranunculus_acris" 2 "01-07-18"
"501" 4 "Rumex_acetosa" 1 "01-07-18"
"502" 4 "Stellaria_graminea" 1 "01-07-18"
"503" 4 "Taraxacum_sp." 5 "01-07-18"
"504" 4 "Trifolium_repens" 1 "01-07-18"
"505" 4 "Veronica_chamaedrys" 1 "01-07-18"
"506" 4 "Vicia_cracca" 2 "01-07-18"
"507" 4 "Vicia_sepium" 1 "01-07-18"
"508" 5 "Achillea_millefolium" 5 "01-07-18"
"509" 5 "Anthoxanthum_odoratum" 1 "01-07-18"
"510" 5 "Briza_media" 40 "01-07-18"
"511" 5 "Cerastium_arvense" 1 "01-07-18"
"512" 5 "Dactylis_glomerata" 5 "01-07-18"
"513" 5 "Equisetum_arvense" 1 "01-07-18"
"514" 5 "Festuca_pratensis" 5 "01-07-18"
"515" 5 "Festuca_rubra" 2 "01-07-18"
"516" 5 "Fragaria_vesca" 1 "01-07-18"
"517" 5 "Leontodon_autumnalis" 1 "01-07-18"
"518" 5 "Leontodon_hispidus" 2 "01-07-18"
"519" 5 "Luzula_multiflora" 1 "01-07-18"
"520" 5 "Medicago_lupulina" 2 "01-07-18"
"521" 5 "Poa_angustifolia" 1 "01-07-18"
"522" 5 "Potentilla_anserina" 1 "01-07-18"
"523" 5 "Ranunculus_acris" 2 "01-07-18"
"524" 5 "Stellaria_graminea" 1 "01-07-18"
"525" 5 "Taraxacum_sp." 5 "01-07-18"
"526" 5 "Trifolium_repens" 1 "01-07-18"
"527" 5 "Veronica_chamaedrys" 1 "01-07-18"
"528" 5 "Vicia_sepium" 2 "01-07-18"
"529" 6 "Achillea_millefolium" 2 "01-07-18"
"530" 6 "Anthoxanthum_odoratum" 2 "01-07-18"
"531" 6 "Avenula_pubescens" 1 "01-07-18"
"532" 6 "Briza_media" 30 "01-07-18"
"533" 6 "Dactylis_glomerata" 15 "01-07-18"
"534" 6 "Daucus_carota" 1 "01-07-18"
"535" 6 "Festuca_pratensis" 5 "01-07-18"
"536" 6 "Festuca_rubra" 2 "01-07-18"
"537" 6 "Fragaria_vesca" 30 "01-07-18"
"538" 6 "Hypericum_perforatum" 1 "01-07-18"
"539" 6 "Leontodon_autumnalis" 2 "01-07-18"
"540" 6 "Leontodon_hispidus" 2 "01-07-18"
"541" 6 "Leucanthemum_vulgare" 1 "01-07-18"
"542" 6 "Luzula_multiflora" 2 "01-07-18"
"543" 6 "Medicago_lupulina" 5 "01-07-18"
"544" 6 "Poa_angustifolia" 1 "01-07-18"
"545" 6 "Potentilla_anserina" 1 "01-07-18"
"546" 6 "Ranunculus_acris" 2 "01-07-18"
"547" 6 "Rumex_acetosa" 1 "01-07-18"
"548" 6 "Taraxacum_sp." 10 "01-07-18"
"549" 6 "Trifolium_repens" 1 "01-07-18"
"550" 6 "Veronica_chamaedrys" 1 "01-07-18"
"551" 6 "Vicia_cracca" 2 "01-07-18"
"552" 6 "Vicia_sepium" 1 "01-07-18"
"553" 1 "Achillea_millefolium" 15 "01-07-19"
"554" 1 "Anthoxanthum_odoratum" 2 "01-07-19"
"555" 1 "Avenula_pubescens" 1 "01-07-19"
"556" 1 "Briza_media" 20 "01-07-19"
"557" 1 "Campanula_patula" 1 "01-07-19"
"558" 1 "Cerastium_arvense" 1 "01-07-19"
"559" 1 "Crepis_tectorum" 2 "01-07-19"
"560" 1 "Dactylis_glomerata" 10 "01-07-19"
"561" 1 "Equisetum_arvense" 1 "01-07-19"
"562" 1 "Festuca_pratensis" 5 "01-07-19"
"563" 1 "Festuca_rubra" 10 "01-07-19"
"564" 1 "Fragaria_vesca" 20 "01-07-19"
"565" 1 "Hypericum_perforatum" 1 "01-07-19"
"566" 1 "Lathyrus_pratense" 20 "01-07-19"
"567" 1 "Leontodon_hispidus" 2 "01-07-19"
"568" 1 "Linum_catharticum" 1 "01-07-19"
"569" 1 "Luzula_multiflora" 2 "01-07-19"
"570" 1 "Medicago_lupulina" 2 "01-07-19"
"571" 1 "Poa_angustifolia" 1 "01-07-19"
"572" 1 "Potentilla_anserina" 1 "01-07-19"
"573" 1 "Ranunculus_acris" 5 "01-07-19"
"574" 1 "Rumex_acetosa" 1 "01-07-19"
"575" 1 "Stellaria_graminea" 1 "01-07-19"
"576" 1 "Taraxacum_sp." 2 "01-07-19"
"577" 1 "Veronica_chamaedrys" 2 "01-07-19"
"578" 1 "Vicia_cracca" 2 "01-07-19"
"579" 2 "Achillea_millefolium" 5 "01-07-19"
"580" 2 "Briza_media" 5 "01-07-19"
"581" 2 "Dactylis_glomerata" 5 "01-07-19"
"582" 2 "Equisetum_arvense" 1 "01-07-19"
"583" 2 "Festuca_pratensis" 2 "01-07-19"
"584" 2 "Festuca_rubra" 2 "01-07-19"
"585" 2 "Fragaria_vesca" 1 "01-07-19"
"586" 2 "Lathyrus_pratense" 5 "01-07-19"
"587" 2 "Leontodon_autumnalis" 2 "01-07-19"
"588" 2 "Leontodon_hispidus" 5 "01-07-19"
"589" 2 "Leucanthemum_vulgare" 1 "01-07-19"
"590" 2 "Luzula_multiflora" 1 "01-07-19"
"591" 2 "Medicago_lupulina" 2 "01-07-19"
"592" 2 "Poa_angustifolia" 1 "01-07-19"
"593" 2 "Ranunculus_acris" 2 "01-07-19"
"594" 2 "Rumex_acetosa" 1 "01-07-19"
"595" 2 "Stellaria_graminea" 1 "01-07-19"
"596" 2 "Taraxacum_sp." 2 "01-07-19"
"597" 2 "Trifolium_pratense" 2 "01-07-19"
"598" 2 "Veronica_chamaedrys" 1 "01-07-19"
"599" 2 "Vicia_cracca" 20 "01-07-19"
"600" 2 "Alopecurus_pratensis" 1 "01-07-19"
"601" 3 "Achillea_millefolium" 2 "01-07-19"
"602" 3 "Agrimonia_eupatoria" 1 "01-07-19"
"603" 3 "Anthoxanthum_odoratum" 1 "01-07-19"
"604" 3 "Artemisia_vulgaris" 1 "01-07-19"
"605" 3 "Avenula_pubescens" 1 "01-07-19"
"606" 3 "Briza_media" 30 "01-07-19"
"607" 3 "Cerastium_arvense" 1 "01-07-19"
"608" 3 "Dactylis_glomerata" 10 "01-07-19"
"609" 3 "Equisetum_arvense" 1 "01-07-19"
"610" 3 "Festuca_pratensis" 2 "01-07-19"
"611" 3 "Festuca_rubra" 1 "01-07-19"
"612" 3 "Fragaria_vesca" 5 "01-07-19"
"613" 3 "Lathyrus_pratense" 2 "01-07-19"
"614" 3 "Leontodon_autumnalis" 2 "01-07-19"
"615" 3 "Leontodon_hispidus" 5 "01-07-19"
"616" 3 "Linum_catharticum" 1 "01-07-19"
"617" 3 "Luzula_multiflora" 1 "01-07-19"
"618" 3 "Medicago_lupulina" 2 "01-07-19"
"619" 3 "Potentilla_anserina" 2 "01-07-19"
"620" 3 "Ranunculus_acris" 2 "01-07-19"
"621" 3 "Rumex_acetosa" 1 "01-07-19"
"622" 3 "Taraxacum_sp." 5 "01-07-19"
"623" 3 "Trifolium_pratense" 1 "01-07-19"
"624" 3 "Veronica_chamaedrys" 1 "01-07-19"
"625" 3 "Vicia_cracca" 1 "01-07-19"
"626" 3 "Vicia_sepium" 1 "01-07-19"
"627" 4 "Achillea_millefolium" 2 "01-07-19"
"628" 4 "Anthoxanthum_odoratum" 2 "01-07-19"
"629" 4 "Avenula_pubescens" 1 "01-07-19"
"630" 4 "Briza_media" 40 "01-07-19"
"631" 4 "Cerastium_arvense" 1 "01-07-19"
"632" 4 "Dactylis_glomerata" 5 "01-07-19"
"633" 4 "Equisetum_arvense" 1 "01-07-19"
"634" 4 "Festuca_pratensis" 5 "01-07-19"
"635" 4 "Festuca_rubra" 5 "01-07-19"
"636" 4 "Fragaria_vesca" 10 "01-07-19"
"637" 4 "Leontodon_autumnalis" 5 "01-07-19"
"638" 4 "Leontodon_hispidus" 15 "01-07-19"
"639" 4 "Leucanthemum_vulgare" 1 "01-07-19"
"640" 4 "Luzula_multiflora" 2 "01-07-19"
"641" 4 "Medicago_lupulina" 2 "01-07-19"
"642" 4 "Poa_angustifolia" 1 "01-07-19"
"643" 4 "Ranunculus_acris" 2 "01-07-19"
"644" 4 "Rumex_acetosa" 1 "01-07-19"
"645" 4 "Stellaria_graminea" 1 "01-07-19"
"646" 4 "Taraxacum_sp." 5 "01-07-19"
"647" 4 "Trifolium_repens" 1 "01-07-19"
"648" 4 "Veronica_chamaedrys" 1 "01-07-19"
"649" 4 "Vicia_cracca" 5 "01-07-19"
"650" 5 "Achillea_millefolium" 10 "01-07-19"
"651" 5 "Anthoxanthum_odoratum" 1 "01-07-19"
"652" 5 "Briza_media" 30 "01-07-19"
"653" 5 "Dactylis_glomerata" 10 "01-07-19"
"654" 5 "Festuca_pratensis" 2 "01-07-19"
"655" 5 "Festuca_rubra" 5 "01-07-19"
"656" 5 "Fragaria_vesca" 1 "01-07-19"
"657" 5 "Leontodon_autumnalis" 5 "01-07-19"
"658" 5 "Leontodon_hispidus" 20 "01-07-19"
"659" 5 "Linum_catharticum" 1 "01-07-19"
"660" 5 "Luzula_multiflora" 1 "01-07-19"
"661" 5 "Medicago_lupulina" 5 "01-07-19"
"662" 5 "Poa_angustifolia" 1 "01-07-19"
"663" 5 "Potentilla_anserina" 1 "01-07-19"
"664" 5 "Ranunculus_acris" 2 "01-07-19"
"665" 5 "Rumex_acetosa" 1 "01-07-19"
"666" 5 "Taraxacum_sp." 2 "01-07-19"
"667" 5 "Trifolium_repens" 2 "01-07-19"
"668" 5 "Vicia_cracca" 1 "01-07-19"
"669" 6 "Achillea_millefolium" 5 "01-07-19"
"670" 6 "Anthoxanthum_odoratum" 2 "01-07-19"
"671" 6 "Avenula_pubescens" 1 "01-07-19"
"672" 6 "Briza_media" 20 "01-07-19"
"673" 6 "Crepis_tectorum" 1 "01-07-19"
"674" 6 "Dactylis_glomerata" 15 "01-07-19"
"675" 6 "Festuca_pratensis" 2 "01-07-19"
"676" 6 "Festuca_rubra" 10 "01-07-19"
"677" 6 "Fragaria_vesca" 20 "01-07-19"
"678" 6 "Leontodon_autumnalis" 2 "01-07-19"
"679" 6 "Leontodon_hispidus" 15 "01-07-19"
"680" 6 "Leucanthemum_vulgare" 1 "01-07-19"
"681" 6 "Luzula_multiflora" 2 "01-07-19"
"682" 6 "Medicago_lupulina" 5 "01-07-19"
"683" 6 "Poa_angustifolia" 1 "01-07-19"
"684" 6 "Potentilla_anserina" 1 "01-07-19"
"685" 6 "Ranunculus_acris" 5 "01-07-19"
"686" 6 "Rumex_acetosa" 1 "01-07-19"
"687" 6 "Taraxacum_sp." 5 "01-07-19"
"688" 6 "Veronica_chamaedrys" 1 "01-07-19"
"689" 6 "Vicia_cracca" 5 "01-07-19"
"690" 6 "Alopecurus_pratensis" 1 "01-07-19"
"691" 6 "Anthriscus_sylvestris" 1 "01-07-19"
